,Customer Age,Customer Gender,Product Purchased,Ticket Subject,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
6450,70,Other,Canon EOS,Refund request,5.0,1732,High
6455,34,Female,Canon DSLR Camera,Delivery problem,5.0,1879,High
6456,18,Male,Samsung Soundbar,Cancellation request,1.0,1394,Low
6461,21,Male,Fitbit Versa Smartwatch,Network problem,1.0,1765,Low
6462,62,Male,GoPro Hero,Delivery problem,5.0,1577,High
6465,52,Female,Google Pixel,Refund request,3.0,1570,Medium
6472,50,Female,Microsoft Office,Refund request,5.0,1443,High
6475,25,Male,Sony Xperia,Product setup,3.0,1872,Medium
6477,45,Male,Roomba Robot Vacuum,Data loss,5.0,1329,High
6483,32,Male,iPhone,Display issue,4.0,1885,High
6489,31,Male,Sony PlayStation,Software bug,1.0,1926,Low
6491,43,Other,Bose QuietComfort,Product compatibility,3.0,1865,Medium
6492,70,Female,Nikon D,Battery life,2.0,1378,Low
6496,50,Female,Fitbit Versa Smartwatch,Battery life,1.0,1751,Low
6498,47,Other,Fitbit Versa Smartwatch,Hardware issue,3.0,1674,Medium
6499,37,Female,Roomba Robot Vacuum,Cancellation request,4.0,1458,High
6501,20,Female,Amazon Echo,Software bug,2.0,1551,Low
6504,35,Other,LG Smart TV,Battery life,2.0,1473,Low
6505,27,Male,Garmin Forerunner,Installation support,5.0,1468,High
6509,23,Male,Microsoft Surface,Display issue,4.0,1445,High
6514,66,Male,GoPro Hero,Product setup,5.0,1346,High
6520,25,Male,Microsoft Xbox Controller,Installation support,2.0,1684,Low
6524,41,Other,Fitbit Charge,Battery life,1.0,1538,Low
6527,59,Other,Microsoft Office,Product recommendation,4.0,1676,High
6528,20,Male,MacBook Pro,Delivery problem,2.0,1504,Low
6529,27,Other,LG OLED,Display issue,1.0,1370,Low
6533,43,Male,Canon EOS,Refund request,4.0,1404,High
6535,36,Female,iPhone,Delivery problem,5.0,1333,High
6539,69,Female,Bose QuietComfort,Product recommendation,2.0,1870,Low
6543,45,Female,Xbox,Product compatibility,3.0,1880,Medium
6550,30,Male,Nest Thermostat,Hardware issue,4.0,1421,High
6560,43,Male,LG OLED,Software bug,2.0,1916,Low
6562,37,Female,Apple AirPods,Product compatibility,2.0,1345,Low
6567,32,Other,LG OLED,Refund request,4.0,1478,High
6569,51,Other,Philips Hue Lights,Product setup,4.0,1407,High
6570,37,Male,iPhone,Product compatibility,5.0,1858,High
6581,59,Male,Apple AirPods,Data loss,1.0,1570,Low
6583,27,Female,Nest Thermostat,Product compatibility,3.0,1669,Medium
6586,33,Other,Fitbit Charge,Product recommendation,3.0,1687,Medium
6589,57,Other,Nest Thermostat,Software bug,1.0,1856,Low
6590,68,Female,Autodesk AutoCAD,Product compatibility,1.0,1592,Low
6591,41,Female,Amazon Echo,Network problem,4.0,1686,High
6592,31,Male,HP Pavilion,Refund request,2.0,1826,Low
6594,57,Male,Bose QuietComfort,Refund request,1.0,1759,Low
6597,39,Male,Canon DSLR Camera,Hardware issue,2.0,1826,Low
6598,39,Male,Sony Xperia,Display issue,5.0,1815,High
6600,67,Female,Canon DSLR Camera,Account access,2.0,1585,Low
6602,55,Other,Apple AirPods,Battery life,3.0,1501,Medium
6606,66,Female,Google Pixel,Product recommendation,5.0,1751,High
6619,59,Male,Google Nest,Software bug,3.0,1575,Medium
6620,53,Female,Microsoft Office,Product recommendation,3.0,1898,Medium
6621,38,Female,Samsung Soundbar,Network problem,2.0,1527,Low
6623,37,Male,Asus ROG,Product recommendation,5.0,1635,High
6625,65,Male,Fitbit Charge,Network problem,2.0,1996,Low
6629,33,Other,Samsung Soundbar,Refund request,5.0,1524,High
6630,27,Other,Bose SoundLink Speaker,Software bug,3.0,1736,Medium
6633,48,Male,GoPro Action Camera,Battery life,4.0,1321,High
6637,54,Male,Xbox,Cancellation request,1.0,1643,Low
6639,19,Female,PlayStation,Account access,2.0,1413,Low
6645,31,Other,Roomba Robot Vacuum,Account access,2.0,1767,Low
6648,46,Male,Nest Thermostat,Network problem,2.0,1934,Low
6649,38,Female,Nest Thermostat,Battery life,3.0,1709,Medium
6650,24,Female,Roomba Robot Vacuum,Software bug,4.0,1900,High
6651,46,Female,Samsung Soundbar,Product recommendation,3.0,1840,Medium
6652,24,Female,Bose QuietComfort,Network problem,1.0,1474,Low
6653,60,Male,GoPro Hero,Peripheral compatibility,5.0,1729,High
6656,28,Male,Nest Thermostat,Product recommendation,4.0,1756,High
6658,26,Male,LG OLED,Display issue,3.0,1738,Medium
6659,65,Female,Google Pixel,Software bug,3.0,1677,Medium
6665,61,Female,Microsoft Office,Product compatibility,4.0,1720,High
6669,48,Female,Microsoft Xbox Controller,Data loss,4.0,2025,High
6677,68,Female,MacBook Pro,Network problem,5.0,1590,High
6679,68,Other,Apple AirPods,Network problem,2.0,1831,Low
6682,43,Other,Nikon D,Account access,1.0,2033,Low
6685,19,Male,Roomba Robot Vacuum,Hardware issue,5.0,1863,High
6686,54,Female,GoPro Action Camera,Payment issue,2.0,1384,Low
6688,59,Other,Microsoft Office,Product recommendation,5.0,1500,High
6689,29,Other,Garmin Forerunner,Product setup,1.0,1695,Low
6690,38,Other,Nintendo Switch Pro Controller,Hardware issue,3.0,1382,Medium
6695,43,Male,GoPro Hero,Battery life,2.0,1760,Low
6699,45,Female,Google Pixel,Hardware issue,2.0,1363,Low
6701,67,Female,Nintendo Switch,Network problem,5.0,2036,High
6705,64,Other,HP Pavilion,Account access,2.0,1526,Low
6707,49,Female,LG OLED,Hardware issue,2.0,1382,Low
6708,54,Other,HP Pavilion,Payment issue,1.0,1360,Low
6710,60,Other,Samsung Soundbar,Network problem,3.0,2018,Medium
6711,34,Other,LG Smart TV,Peripheral compatibility,5.0,1706,High
6713,26,Female,Autodesk AutoCAD,Data loss,4.0,1559,High
6715,59,Female,Apple AirPods,Software bug,2.0,1399,Low
6722,65,Female,Sony 4K HDR TV,Hardware issue,2.0,1499,Low
6726,33,Other,Nest Thermostat,Account access,1.0,2035,Low
6728,38,Other,Adobe Photoshop,Data loss,2.0,1926,Low
6731,44,Female,Garmin Forerunner,Refund request,4.0,1604,High
6736,20,Male,Lenovo ThinkPad,Software bug,1.0,1425,Low
6737,33,Other,Apple AirPods,Battery life,2.0,1411,Low
6738,69,Male,Lenovo ThinkPad,Software bug,5.0,1543,High
6739,19,Female,Google Pixel,Peripheral compatibility,1.0,1653,Low
6740,65,Other,Autodesk AutoCAD,Delivery problem,2.0,1399,Low
6745,32,Male,iPhone,Network problem,3.0,1882,Medium
6749,64,Other,LG Washing Machine,Display issue,4.0,1657,High
6753,42,Male,Google Pixel,Account access,1.0,1671,Low
6759,44,Female,Nintendo Switch,Display issue,5.0,1588,High
6763,36,Other,PlayStation,Refund request,3.0,1445,Medium
6765,27,Female,Asus ROG,Battery life,3.0,1445,Medium
6768,60,Other,Lenovo ThinkPad,Account access,4.0,1452,High
6773,33,Male,LG Washing Machine,Cancellation request,2.0,1971,Low
6774,56,Male,LG Washing Machine,Battery life,5.0,1550,High
6777,23,Female,Fitbit Charge,Hardware issue,2.0,1814,Low
6779,43,Male,Nikon D,Network problem,4.0,1408,High
6783,45,Female,HP Pavilion,Software bug,4.0,1591,High
6784,46,Female,Sony 4K HDR TV,Software bug,3.0,1338,Medium
6785,60,Male,HP Pavilion,Product compatibility,5.0,2006,High
6790,52,Male,Microsoft Office,Account access,1.0,1520,Low
6793,42,Female,Autodesk AutoCAD,Cancellation request,2.0,1387,Low
6812,34,Female,Nest Thermostat,Peripheral compatibility,3.0,1836,Medium
6814,65,Female,Samsung Galaxy,Software bug,2.0,1868,Low
6815,35,Male,Fitbit Charge,Product compatibility,1.0,1697,Low
6816,70,Other,PlayStation,Delivery problem,3.0,1454,Medium
6820,32,Male,Adobe Photoshop,Battery life,4.0,1868,High
6822,70,Other,Autodesk AutoCAD,Peripheral compatibility,3.0,1865,Medium
6823,31,Other,Fitbit Versa Smartwatch,Product setup,1.0,1754,Low
6828,42,Other,Roomba Robot Vacuum,Data loss,1.0,1613,Low
6829,36,Female,MacBook Pro,Refund request,1.0,1686,Low
6832,35,Male,Philips Hue Lights,Display issue,5.0,1974,High
6834,48,Female,Sony Xperia,Hardware issue,4.0,1421,High
6837,35,Male,PlayStation,Hardware issue,1.0,2003,Low
6839,52,Other,Canon DSLR Camera,Product compatibility,1.0,1454,Low
6845,23,Female,Sony 4K HDR TV,Network problem,1.0,1657,Low
6847,43,Female,Microsoft Office,Hardware issue,4.0,2014,High
6852,25,Female,Fitbit Charge,Display issue,1.0,1981,Low
6856,65,Other,Nest Thermostat,Hardware issue,5.0,1775,High
6867,55,Other,LG Washing Machine,Product setup,1.0,1547,Low
6868,31,Other,Sony PlayStation,Account access,3.0,1988,Medium
6881,20,Other,Amazon Echo,Data loss,2.0,1850,Low
6883,51,Other,Sony PlayStation,Product setup,1.0,1393,Low
6886,30,Female,Roomba Robot Vacuum,Network problem,1.0,1889,Low
6889,53,Female,Lenovo ThinkPad,Network problem,2.0,1825,Low
6890,34,Male,Bose QuietComfort,Battery life,3.0,1591,Medium
6891,26,Female,PlayStation,Refund request,2.0,1792,Low
6893,67,Male,Nest Thermostat,Product setup,3.0,1630,Medium
6896,60,Other,Autodesk AutoCAD,Hardware issue,2.0,1894,Low
6899,19,Female,GoPro Action Camera,Network problem,1.0,1379,Low
6900,54,Other,HP Pavilion,Product setup,4.0,1399,High
6901,52,Female,Fitbit Versa Smartwatch,Cancellation request,1.0,1695,Low
6906,63,Other,Lenovo ThinkPad,Peripheral compatibility,1.0,1347,Low
6909,20,Female,Bose SoundLink Speaker,Refund request,2.0,1895,Low
6910,56,Other,GoPro Hero,Hardware issue,5.0,1438,High
6913,46,Other,Dyson Vacuum Cleaner,Installation support,4.0,1424,High
6921,62,Female,Google Pixel,Display issue,3.0,1623,Medium
6932,41,Other,Microsoft Office,Hardware issue,3.0,1970,Medium
6935,66,Male,Asus ROG,Software bug,2.0,1666,Low
6936,51,Male,Nintendo Switch Pro Controller,Cancellation request,4.0,1456,High
6937,60,Female,Bose QuietComfort,Product compatibility,3.0,1682,Medium
6945,51,Male,Canon EOS,Installation support,5.0,1727,High
6951,21,Other,Asus ROG,Battery life,3.0,1643,Medium
6956,61,Male,Google Pixel,Product setup,3.0,1692,Medium
6958,53,Female,LG Smart TV,Cancellation request,3.0,1639,Medium
6961,65,Male,Google Pixel,Software bug,3.0,1360,Medium
6964,60,Male,Nest Thermostat,Peripheral compatibility,3.0,1457,Medium
6966,45,Male,Amazon Echo,Display issue,2.0,2037,Low
6967,44,Male,Microsoft Xbox Controller,Product setup,2.0,1809,Low
6974,34,Male,MacBook Pro,Installation support,4.0,1774,High
6975,34,Male,Garmin Forerunner,Software bug,4.0,1786,High
6976,34,Male,Google Pixel,Installation support,5.0,1386,High
6982,67,Other,Apple AirPods,Refund request,3.0,1340,Medium
6983,43,Female,Bose SoundLink Speaker,Product setup,3.0,1424,Medium
6984,18,Female,Garmin Forerunner,Account access,1.0,1838,Low
6992,44,Male,Sony PlayStation,Hardware issue,5.0,1877,High
6994,70,Male,Samsung Galaxy,Software bug,4.0,1426,High
6995,44,Other,Nest Thermostat,Display issue,2.0,1340,Low
6997,44,Male,Nintendo Switch Pro Controller,Payment issue,5.0,1738,High
6999,65,Other,Roomba Robot Vacuum,Software bug,5.0,1719,High
7000,31,Male,Microsoft Xbox Controller,Hardware issue,3.0,1521,Medium
7001,69,Male,HP Pavilion,Hardware issue,2.0,1804,Low
7002,31,Other,Dyson Vacuum Cleaner,Battery life,3.0,1795,Medium
7004,65,Male,Apple AirPods,Delivery problem,3.0,1772,Medium
7005,41,Other,Fitbit Charge,Product setup,1.0,1321,Low
7008,20,Female,LG OLED,Data loss,5.0,1669,High
7013,29,Female,Philips Hue Lights,Network problem,1.0,1343,Low
7018,29,Female,Microsoft Office,Account access,1.0,1354,Low
7024,33,Male,Apple AirPods,Account access,3.0,1521,Medium
7026,20,Female,Dell XPS,Network problem,2.0,1495,Low
7028,54,Female,Sony Xperia,Account access,1.0,1380,Low
7029,33,Other,PlayStation,Refund request,1.0,1726,Low
7037,64,Other,Canon EOS,Delivery problem,1.0,1939,Low
7039,30,Other,Nest Thermostat,Product recommendation,2.0,1485,Low
7041,52,Male,Bose QuietComfort,Refund request,3.0,1570,Medium
7051,70,Female,Dell XPS,Hardware issue,3.0,1365,Medium
7054,27,Other,Amazon Echo,Product compatibility,2.0,1788,Low
7055,68,Other,Adobe Photoshop,Display issue,5.0,1741,High
7056,31,Male,Asus ROG,Network problem,5.0,1702,High
7057,60,Male,Roomba Robot Vacuum,Delivery problem,4.0,1568,High
7060,35,Other,Apple AirPods,Software bug,3.0,1647,Medium
7062,51,Other,Roomba Robot Vacuum,Refund request,5.0,1438,High
7063,54,Female,Garmin Forerunner,Product compatibility,4.0,1696,High
7064,56,Female,Fitbit Versa Smartwatch,Display issue,1.0,1341,Low
7071,26,Female,Dyson Vacuum Cleaner,Network problem,2.0,1590,Low
7072,56,Other,Asus ROG,Product compatibility,5.0,1440,High
7075,64,Male,Roomba Robot Vacuum,Battery life,4.0,1657,High
7079,45,Male,Google Nest,Software bug,4.0,1619,High
7090,57,Male,Lenovo ThinkPad,Battery life,3.0,1834,Medium
7095,58,Female,Adobe Photoshop,Product setup,5.0,1956,High
7096,20,Other,Microsoft Xbox Controller,Product compatibility,3.0,1530,Medium
7097,51,Other,LG Smart TV,Battery life,1.0,1733,Low
7099,50,Male,Sony PlayStation,Installation support,5.0,1941,High
7102,43,Other,iPhone,Refund request,1.0,1997,Low
7105,44,Female,Samsung Galaxy,Display issue,4.0,1845,High
7106,38,Female,Roomba Robot Vacuum,Product setup,4.0,1950,High
7107,22,Male,LG Smart TV,Delivery problem,3.0,1513,Medium
7108,24,Male,Roomba Robot Vacuum,Battery life,4.0,1919,High
7111,56,Female,GoPro Action Camera,Delivery problem,1.0,1344,Low
7115,45,Other,GoPro Hero,Product compatibility,3.0,1939,Medium
7118,46,Other,Google Nest,Battery life,1.0,1779,Low
7120,55,Female,Microsoft Office,Display issue,3.0,1340,Medium
7121,30,Male,HP Pavilion,Peripheral compatibility,5.0,1910,High
7123,20,Female,Xbox,Product recommendation,3.0,1488,Medium
7126,30,Female,Amazon Echo,Product recommendation,2.0,1660,Low
7127,28,Male,Dyson Vacuum Cleaner,Account access,5.0,1599,High
7129,49,Female,Dyson Vacuum Cleaner,Account access,3.0,1787,Medium
7131,20,Male,Apple AirPods,Delivery problem,3.0,1587,Medium
7135,29,Female,PlayStation,Refund request,1.0,1519,Low
7136,28,Male,Apple AirPods,Product recommendation,2.0,1444,Low
7138,26,Female,Canon DSLR Camera,Data loss,4.0,1984,High
7140,53,Other,Canon DSLR Camera,Product setup,3.0,1649,Medium
7141,55,Female,Bose QuietComfort,Display issue,5.0,1682,High
7142,59,Other,Samsung Galaxy,Data loss,3.0,1619,Medium
7147,30,Other,Amazon Kindle,Delivery problem,3.0,1634,Medium
7148,68,Male,Nintendo Switch,Refund request,1.0,1495,Low
7149,56,Other,Bose SoundLink Speaker,Refund request,3.0,1332,Medium
7152,42,Other,GoPro Action Camera,Network problem,4.0,1765,High
7156,45,Other,LG Smart TV,Battery life,4.0,1698,High
7157,60,Female,iPhone,Account access,5.0,1751,High
7163,56,Female,Canon EOS,Product recommendation,5.0,1535,High
7165,48,Other,Samsung Galaxy,Data loss,3.0,2018,Medium
7167,24,Male,GoPro Hero,Display issue,3.0,1977,Medium
7171,27,Female,Fitbit Versa Smartwatch,Data loss,2.0,1494,Low
7173,22,Male,Nikon D,Installation support,2.0,1743,Low
7182,29,Female,Garmin Forerunner,Data loss,5.0,1750,High
7188,54,Other,Nikon D,Payment issue,2.0,1990,Low
7189,55,Male,Canon DSLR Camera,Battery life,3.0,1457,Medium
7192,70,Male,iPhone,Installation support,1.0,1603,Low
7194,31,Male,Xbox,Peripheral compatibility,3.0,1588,Medium
7196,52,Other,Dyson Vacuum Cleaner,Battery life,1.0,1749,Low
7197,30,Female,GoPro Action Camera,Hardware issue,1.0,1710,Low
7199,61,Female,Apple AirPods,Account access,3.0,1318,Medium
7201,56,Other,GoPro Hero,Product compatibility,1.0,1984,Low
7203,22,Other,Roomba Robot Vacuum,Network problem,3.0,1531,Medium
7208,32,Other,Amazon Kindle,Data loss,5.0,2043,High
7214,67,Other,Autodesk AutoCAD,Battery life,4.0,1899,High
7216,51,Other,Dyson Vacuum Cleaner,Display issue,5.0,1353,High
7219,20,Other,Amazon Echo,Hardware issue,1.0,1695,Low
7220,62,Other,Roomba Robot Vacuum,Hardware issue,4.0,1686,High
7222,21,Male,Apple AirPods,Software bug,2.0,1448,Low
7236,61,Male,GoPro Hero,Network problem,5.0,1495,High
7238,30,Other,Bose QuietComfort,Product compatibility,4.0,2040,High
7240,24,Female,Google Pixel,Payment issue,5.0,1617,High
7244,57,Female,LG OLED,Delivery problem,2.0,1591,Low
7248,33,Other,iPhone,Refund request,4.0,1703,High
7263,56,Male,Lenovo ThinkPad,Cancellation request,2.0,1570,Low
7265,52,Male,Bose QuietComfort,Delivery problem,3.0,1321,Medium
7279,41,Male,Bose QuietComfort,Payment issue,1.0,1879,Low
7280,68,Other,Sony PlayStation,Refund request,5.0,1438,High
7284,39,Female,Google Pixel,Battery life,5.0,1643,High
7296,22,Female,Dyson Vacuum Cleaner,Hardware issue,1.0,1762,Low
7299,27,Female,Garmin Forerunner,Product setup,4.0,1370,High
7301,70,Other,GoPro Hero,Hardware issue,4.0,1510,High
7302,55,Other,HP Pavilion,Cancellation request,1.0,1676,Low
7309,55,Male,Dyson Vacuum Cleaner,Software bug,4.0,1589,High
7314,19,Female,Samsung Galaxy,Product compatibility,3.0,1779,Medium
7317,38,Female,Microsoft Surface,Hardware issue,1.0,1976,Low
7318,39,Other,GoPro Hero,Product recommendation,2.0,1791,Low
7319,69,Male,Adobe Photoshop,Battery life,4.0,1893,High
7324,34,Male,Roomba Robot Vacuum,Account access,4.0,1927,High
7325,38,Other,LG Smart TV,Product setup,2.0,1728,Low
7326,70,Male,Dyson Vacuum Cleaner,Network problem,4.0,2004,High
7327,42,Male,PlayStation,Product recommendation,1.0,1505,Low
7328,57,Other,Microsoft Office,Account access,1.0,1385,Low
7330,68,Female,Samsung Soundbar,Payment issue,2.0,1625,Low
7331,47,Male,GoPro Hero,Network problem,2.0,1959,Low
7332,37,Other,Microsoft Surface,Account access,5.0,1814,High
7333,61,Female,Dyson Vacuum Cleaner,Product recommendation,3.0,1510,Medium
7334,18,Female,LG Smart TV,Battery life,4.0,1911,High
7339,27,Female,LG Smart TV,Product recommendation,3.0,1366,Medium
7340,44,Other,Amazon Kindle,Cancellation request,1.0,1377,Low
7341,19,Male,Canon DSLR Camera,Display issue,5.0,1646,High
7342,70,Male,Canon DSLR Camera,Cancellation request,5.0,1534,High
7349,27,Male,Microsoft Xbox Controller,Installation support,5.0,1324,High
7350,57,Other,Sony Xperia,Display issue,4.0,1650,High
7356,59,Female,Roomba Robot Vacuum,Product setup,5.0,1673,High
7358,59,Male,Microsoft Surface,Battery life,1.0,1708,Low
7359,19,Male,Nintendo Switch Pro Controller,Product setup,3.0,1871,Medium
7365,62,Female,iPhone,Network problem,1.0,1639,Low
7370,20,Other,Nikon D,Payment issue,5.0,2017,High
7371,37,Male,Samsung Soundbar,Installation support,5.0,1367,High
7373,38,Male,Sony PlayStation,Product setup,5.0,1575,High
7374,47,Female,Philips Hue Lights,Delivery problem,1.0,1625,Low
7377,53,Male,GoPro Action Camera,Product setup,4.0,1991,High
7386,26,Male,Roomba Robot Vacuum,Refund request,5.0,1883,High
7387,42,Male,Microsoft Surface,Battery life,3.0,1660,Medium
7388,48,Other,Microsoft Surface,Product recommendation,5.0,1705,High
7389,44,Female,Roomba Robot Vacuum,Refund request,4.0,1521,High
7392,30,Female,LG Washing Machine,Battery life,3.0,1977,Medium
7393,29,Male,Bose SoundLink Speaker,Installation support,2.0,1573,Low
7398,56,Female,Apple AirPods,Payment issue,2.0,2030,Low
7401,68,Female,LG OLED,Installation support,1.0,1990,Low
7402,41,Female,Amazon Echo,Data loss,4.0,1864,High
7404,57,Other,Microsoft Surface,Payment issue,4.0,1565,High
7405,41,Male,Microsoft Surface,Product setup,1.0,1736,Low
7408,21,Other,Nintendo Switch,Product compatibility,1.0,1694,Low
7412,25,Male,Nikon D,Battery life,2.0,1528,Low
7419,51,Other,Dell XPS,Product setup,3.0,1494,Medium
7428,52,Male,Amazon Kindle,Account access,5.0,1723,High
7430,40,Male,Google Pixel,Network problem,4.0,1979,High
7431,53,Male,Philips Hue Lights,Delivery problem,1.0,1583,Low
7433,64,Male,LG OLED,Data loss,1.0,1319,Low
7440,46,Female,GoPro Action Camera,Payment issue,1.0,1551,Low
7444,51,Female,LG Smart TV,Network problem,3.0,1723,Medium
7448,26,Male,Canon EOS,Display issue,2.0,2000,Low
7449,53,Female,Xbox,Hardware issue,2.0,1866,Low
7453,58,Male,Samsung Soundbar,Delivery problem,3.0,1508,Medium
7456,65,Male,LG Smart TV,Hardware issue,4.0,1779,High
7463,24,Other,Google Pixel,Product setup,4.0,1812,High
7464,45,Female,Fitbit Versa Smartwatch,Product recommendation,1.0,1870,Low
7470,35,Male,Lenovo ThinkPad,Peripheral compatibility,3.0,1931,Medium
7473,38,Male,Sony 4K HDR TV,Delivery problem,5.0,1397,High
7474,46,Male,PlayStation,Data loss,2.0,1489,Low
7476,45,Male,Nintendo Switch Pro Controller,Product recommendation,4.0,1947,High
7477,20,Other,Bose QuietComfort,Installation support,2.0,1583,Low
7478,26,Female,MacBook Pro,Cancellation request,4.0,1491,High
7479,30,Other,MacBook Pro,Display issue,5.0,1757,High
7485,28,Male,LG Washing Machine,Refund request,3.0,1803,Medium
7487,69,Other,Nintendo Switch Pro Controller,Data loss,1.0,1861,Low
7490,33,Female,Samsung Galaxy,Product setup,1.0,1418,Low
7493,59,Male,PlayStation,Account access,5.0,1989,High
7494,68,Male,Sony PlayStation,Account access,2.0,1555,Low
7495,51,Female,Canon DSLR Camera,Software bug,4.0,1911,High
7501,63,Male,Nintendo Switch,Software bug,4.0,1373,High
7503,44,Male,Canon DSLR Camera,Software bug,3.0,1398,Medium
7505,37,Male,Sony Xperia,Peripheral compatibility,2.0,1482,Low
7506,59,Male,Xbox,Battery life,2.0,1507,Low
7509,68,Female,Amazon Echo,Installation support,3.0,2008,Medium
7511,40,Female,Philips Hue Lights,Product recommendation,2.0,1437,Low
7513,50,Other,Bose SoundLink Speaker,Product compatibility,5.0,1462,High
7516,60,Female,Microsoft Xbox Controller,Product setup,2.0,1814,Low
7518,23,Male,Lenovo ThinkPad,Data loss,5.0,1661,High
7519,19,Other,Canon EOS,Peripheral compatibility,1.0,1750,Low
7520,67,Male,Asus ROG,Product setup,5.0,1832,High
7522,19,Male,GoPro Hero,Peripheral compatibility,4.0,1325,High
7523,64,Female,LG Smart TV,Product recommendation,2.0,1516,Low
7525,56,Other,Garmin Forerunner,Network problem,2.0,1319,Low
7527,43,Other,GoPro Hero,Data loss,5.0,1344,High
7530,42,Other,Bose QuietComfort,Hardware issue,1.0,1669,Low
7532,26,Other,LG Smart TV,Hardware issue,1.0,1840,Low
7537,38,Male,Dyson Vacuum Cleaner,Data loss,3.0,1341,Medium
7539,46,Female,Nest Thermostat,Display issue,4.0,1978,High
7541,42,Male,Google Pixel,Refund request,1.0,1748,Low
7542,68,Male,HP Pavilion,Delivery problem,1.0,1595,Low
7543,52,Other,Apple AirPods,Product recommendation,5.0,1404,High
7547,28,Female,Xbox,Refund request,3.0,1544,Medium
7548,68,Male,iPhone,Account access,3.0,1549,Medium
7549,18,Other,Philips Hue Lights,Peripheral compatibility,5.0,1421,High
7555,44,Female,Fitbit Versa Smartwatch,Hardware issue,2.0,1547,Low
7557,51,Male,Autodesk AutoCAD,Data loss,4.0,1358,High
7558,62,Other,Samsung Galaxy,Peripheral compatibility,2.0,1893,Low
7562,45,Male,Google Nest,Delivery problem,3.0,1627,Medium
7567,40,Female,Adobe Photoshop,Refund request,4.0,1826,High
7568,46,Female,Nintendo Switch,Refund request,5.0,1997,High
7572,54,Female,Garmin Forerunner,Data loss,3.0,1823,Medium
7576,64,Male,Autodesk AutoCAD,Network problem,2.0,1373,Low
7580,37,Other,GoPro Action Camera,Battery life,2.0,1414,Low
7581,68,Female,iPhone,Refund request,2.0,1989,Low
7583,45,Other,Dell XPS,Display issue,2.0,1610,Low
7585,34,Male,LG Washing Machine,Hardware issue,5.0,2006,High
7588,69,Male,Google Pixel,Cancellation request,1.0,1597,Low
7590,40,Male,Microsoft Xbox Controller,Product setup,2.0,1420,Low
7591,23,Male,Bose SoundLink Speaker,Software bug,2.0,1998,Low
7594,69,Male,Sony Xperia,Cancellation request,5.0,1343,High
7595,22,Female,Nest Thermostat,Product compatibility,3.0,1359,Medium
7598,60,Male,Microsoft Office,Installation support,3.0,1876,Medium
7600,20,Other,Google Pixel,Product compatibility,5.0,1840,High
7601,27,Male,Sony PlayStation,Account access,5.0,2002,High
7603,63,Male,Nikon D,Display issue,2.0,1808,Low
7608,23,Male,Nikon D,Display issue,2.0,1647,Low
7609,38,Other,Nest Thermostat,Display issue,3.0,1953,Medium
7612,27,Male,Fitbit Charge,Product compatibility,3.0,1748,Medium
7614,36,Male,Xbox,Product compatibility,2.0,1958,Low
7617,61,Female,Philips Hue Lights,Installation support,1.0,1577,Low
7618,25,Other,MacBook Pro,Data loss,1.0,1729,Low
7624,53,Other,MacBook Pro,Product compatibility,2.0,1432,Low
7627,31,Female,Lenovo ThinkPad,Delivery problem,5.0,2023,High
7629,48,Other,Canon DSLR Camera,Software bug,5.0,1415,High
7634,20,Other,Amazon Kindle,Refund request,4.0,1745,High
7644,60,Other,Fitbit Charge,Product recommendation,1.0,1511,Low
7646,27,Other,Canon DSLR Camera,Hardware issue,5.0,1592,High
7647,50,Other,iPhone,Cancellation request,2.0,1549,Low
7648,24,Other,Autodesk AutoCAD,Network problem,1.0,1993,Low
7654,24,Other,iPhone,Account access,5.0,1820,High
7660,54,Other,Apple AirPods,Peripheral compatibility,5.0,1682,High
7661,22,Male,Xbox,Product recommendation,4.0,1482,High
7665,35,Female,Autodesk AutoCAD,Battery life,5.0,1781,High
7675,23,Other,Sony Xperia,Product compatibility,4.0,1960,High
7676,50,Female,Amazon Echo,Product setup,4.0,1953,High
7677,56,Other,Lenovo ThinkPad,Delivery problem,1.0,1424,Low
7678,60,Female,Amazon Echo,Network problem,3.0,1805,Medium
7682,39,Other,Sony 4K HDR TV,Peripheral compatibility,4.0,1593,High
7685,45,Other,Roomba Robot Vacuum,Installation support,3.0,1897,Medium
7686,29,Female,Sony PlayStation,Software bug,5.0,1363,High
7692,51,Other,Fitbit Charge,Display issue,1.0,1525,Low
7696,34,Other,Dell XPS,Cancellation request,5.0,1660,High
7699,59,Female,Amazon Echo,Account access,1.0,1369,Low
7700,65,Female,Sony 4K HDR TV,Account access,4.0,1592,High
7702,57,Female,LG Smart TV,Display issue,3.0,1763,Medium
7710,38,Male,Google Nest,Product setup,5.0,1591,High
7719,33,Male,Nest Thermostat,Battery life,4.0,1781,High
7724,63,Female,Nest Thermostat,Product recommendation,1.0,1990,Low
7728,69,Female,Nest Thermostat,Display issue,1.0,1598,Low
7729,55,Female,GoPro Action Camera,Delivery problem,5.0,1450,High
7737,57,Male,Google Nest,Product recommendation,3.0,1688,Medium
7744,32,Male,Xbox,Software bug,3.0,1955,Medium
7750,22,Male,MacBook Pro,Product setup,3.0,2038,Medium
7756,44,Female,Google Pixel,Network problem,3.0,1688,Medium
7764,53,Other,Amazon Kindle,Network problem,3.0,1998,Medium
7765,19,Other,MacBook Pro,Battery life,4.0,1723,High
7766,52,Other,Google Pixel,Product compatibility,4.0,1994,High
