,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Channel,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
3066,62,Female,Microsoft Surface,Refund request,Installation support,Email,1.0,1932,Low
3069,34,Other,Microsoft Office,Product inquiry,Product compatibility,Chat,3.0,1721,Medium
3070,41,Female,Sony PlayStation,Billing inquiry,Data loss,Social media,4.0,1790,High
3074,42,Female,iPhone,Cancellation request,Product compatibility,Social media,1.0,1443,Low
3075,42,Female,LG Smart TV,Product inquiry,Product compatibility,Phone,1.0,1668,Low
3078,28,Male,Canon DSLR Camera,Technical issue,Product compatibility,Social media,2.0,1456,Low
3080,25,Male,Canon DSLR Camera,Refund request,Hardware issue,Phone,5.0,1873,High
3090,68,Other,Canon DSLR Camera,Cancellation request,Delivery problem,Chat,3.0,1976,Medium
3093,52,Other,HP Pavilion,Technical issue,Refund request,Chat,3.0,1546,Medium
3097,35,Other,Samsung Galaxy,Technical issue,Payment issue,Social media,3.0,1714,Medium
3099,19,Male,Google Pixel,Refund request,Account access,Social media,2.0,1946,Low
3101,36,Female,Fitbit Versa Smartwatch,Refund request,Installation support,Phone,3.0,1700,Medium
3105,39,Other,Samsung Soundbar,Product inquiry,Product compatibility,Email,4.0,1873,High
3113,38,Female,Samsung Soundbar,Refund request,Account access,Phone,2.0,1468,Low
3115,20,Female,Nest Thermostat,Product inquiry,Product recommendation,Chat,2.0,1391,Low
3116,21,Male,Microsoft Surface,Cancellation request,Product compatibility,Email,2.0,1591,Low
3121,32,Other,Microsoft Surface,Technical issue,Battery life,Chat,4.0,1573,High
3122,31,Male,LG OLED,Billing inquiry,Installation support,Email,5.0,1854,High
3123,61,Female,Canon EOS,Technical issue,Refund request,Phone,3.0,1613,Medium
3130,70,Other,Google Pixel,Product inquiry,Cancellation request,Phone,5.0,2009,High
3131,54,Female,Fitbit Charge,Billing inquiry,Software bug,Email,1.0,1470,Low
3132,27,Other,HP Pavilion,Refund request,Battery life,Email,3.0,1975,Medium
3136,18,Female,Philips Hue Lights,Billing inquiry,Payment issue,Social media,1.0,1495,Low
3137,42,Male,HP Pavilion,Product inquiry,Installation support,Phone,2.0,1612,Low
3140,32,Male,GoPro Action Camera,Product inquiry,Battery life,Phone,4.0,1984,High
3142,36,Male,Philips Hue Lights,Technical issue,Display issue,Email,2.0,1438,Low
3144,36,Female,Microsoft Office,Billing inquiry,Software bug,Social media,4.0,2026,High
3146,45,Male,Sony Xperia,Refund request,Payment issue,Phone,1.0,1429,Low
3151,19,Other,Adobe Photoshop,Refund request,Software bug,Social media,5.0,1542,High
3154,52,Other,Microsoft Xbox Controller,Billing inquiry,Installation support,Phone,2.0,1704,Low
3156,50,Female,Amazon Echo,Product inquiry,Product compatibility,Email,2.0,1979,Low
3157,36,Male,Google Nest,Refund request,Product recommendation,Chat,5.0,1522,High
3170,60,Male,Nest Thermostat,Technical issue,Cancellation request,Social media,5.0,1633,High
3172,52,Female,iPhone,Technical issue,Hardware issue,Phone,1.0,1476,Low
3178,21,Other,Amazon Kindle,Technical issue,Account access,Social media,1.0,1993,Low
3179,50,Other,Samsung Soundbar,Billing inquiry,Display issue,Social media,2.0,1873,Low
3181,25,Other,Nikon D,Technical issue,Peripheral compatibility,Social media,2.0,1722,Low
3182,55,Other,iPhone,Technical issue,Refund request,Phone,5.0,1956,High
3185,55,Female,Bose SoundLink Speaker,Cancellation request,Hardware issue,Social media,2.0,1379,Low
3187,49,Female,PlayStation,Technical issue,Account access,Chat,1.0,1466,Low
3188,35,Male,Fitbit Versa Smartwatch,Billing inquiry,Refund request,Phone,1.0,1477,Low
3191,44,Male,Sony Xperia,Refund request,Installation support,Social media,2.0,1855,Low
3194,30,Female,Samsung Soundbar,Billing inquiry,Battery life,Phone,1.0,1891,Low
3196,62,Female,Nintendo Switch Pro Controller,Technical issue,Account access,Phone,3.0,1785,Medium
3197,40,Male,Samsung Galaxy,Billing inquiry,Cancellation request,Email,2.0,1415,Low
3208,58,Female,Autodesk AutoCAD,Cancellation request,Hardware issue,Phone,2.0,1982,Low
3209,40,Female,Nintendo Switch Pro Controller,Product inquiry,Hardware issue,Chat,4.0,1453,High
3210,23,Other,Dyson Vacuum Cleaner,Cancellation request,Refund request,Chat,1.0,1582,Low
3212,41,Male,Apple AirPods,Refund request,Refund request,Social media,1.0,2011,Low
3215,51,Male,Google Pixel,Billing inquiry,Account access,Chat,2.0,1747,Low
3222,57,Other,Amazon Echo,Refund request,Payment issue,Email,4.0,1940,High
3225,19,Female,Amazon Kindle,Product inquiry,Hardware issue,Social media,4.0,1646,High
3229,59,Other,Microsoft Surface,Product inquiry,Product compatibility,Social media,2.0,1547,Low
3234,51,Other,Amazon Kindle,Refund request,Data loss,Phone,5.0,1760,High
3242,37,Female,Dell XPS,Billing inquiry,Network problem,Social media,4.0,1951,High
3243,58,Female,Nikon D,Billing inquiry,Refund request,Email,1.0,1440,Low
3244,44,Other,MacBook Pro,Billing inquiry,Account access,Phone,4.0,1911,High
3245,18,Female,Nintendo Switch Pro Controller,Product inquiry,Delivery problem,Chat,2.0,1683,Low
3250,42,Other,Philips Hue Lights,Billing inquiry,Payment issue,Phone,5.0,1744,High
3251,29,Male,Xbox,Refund request,Account access,Chat,3.0,1490,Medium
3255,58,Female,Dyson Vacuum Cleaner,Product inquiry,Battery life,Chat,2.0,1651,Low
3258,46,Other,Nest Thermostat,Cancellation request,Product compatibility,Chat,2.0,1785,Low
3261,58,Female,Bose SoundLink Speaker,Cancellation request,Display issue,Chat,4.0,1652,High
3263,29,Female,LG Smart TV,Product inquiry,Installation support,Phone,2.0,1729,Low
3267,55,Male,Microsoft Surface,Refund request,Peripheral compatibility,Email,2.0,1818,Low
3271,53,Female,Canon EOS,Billing inquiry,Product setup,Phone,3.0,1760,Medium
3273,27,Female,HP Pavilion,Refund request,Cancellation request,Phone,2.0,1685,Low
3275,58,Female,Sony PlayStation,Refund request,Product compatibility,Chat,4.0,1883,High
3280,64,Female,Nintendo Switch,Refund request,Product recommendation,Social media,3.0,2037,Medium
3284,50,Male,Garmin Forerunner,Cancellation request,Product compatibility,Phone,1.0,1818,Low
3285,58,Female,Philips Hue Lights,Cancellation request,Delivery problem,Chat,1.0,1797,Low
3289,39,Other,Roomba Robot Vacuum,Technical issue,Payment issue,Chat,1.0,1385,Low
3291,63,Male,GoPro Hero,Technical issue,Account access,Email,4.0,1792,High
3292,43,Female,Samsung Galaxy,Cancellation request,Payment issue,Email,5.0,1352,High
3293,34,Male,Canon EOS,Product inquiry,Display issue,Social media,5.0,1862,High
3297,63,Other,Sony 4K HDR TV,Refund request,Product recommendation,Phone,4.0,1995,High
3298,55,Other,Amazon Echo,Billing inquiry,Payment issue,Social media,4.0,1416,High
3302,66,Female,Nintendo Switch,Technical issue,Display issue,Phone,4.0,2023,High
3303,60,Male,Sony Xperia,Product inquiry,Product recommendation,Phone,3.0,1605,Medium
3311,36,Male,Apple AirPods,Cancellation request,Data loss,Phone,1.0,1389,Low
3313,24,Female,Canon EOS,Product inquiry,Display issue,Social media,3.0,1845,Medium
3315,36,Female,GoPro Action Camera,Refund request,Product setup,Social media,3.0,1491,Medium
3317,68,Male,Microsoft Xbox Controller,Technical issue,Refund request,Email,2.0,1718,Low
3321,19,Other,Sony 4K HDR TV,Refund request,Product recommendation,Phone,3.0,1856,Medium
3327,70,Female,Microsoft Office,Product inquiry,Data loss,Social media,5.0,1716,High
3329,19,Other,Xbox,Technical issue,Cancellation request,Email,3.0,1932,Medium
3334,42,Female,Bose SoundLink Speaker,Product inquiry,Cancellation request,Chat,4.0,1787,High
3335,52,Other,Canon DSLR Camera,Refund request,Product setup,Email,1.0,2035,Low
3336,23,Other,Adobe Photoshop,Technical issue,Product setup,Email,4.0,1760,High
3338,31,Female,Apple AirPods,Product inquiry,Product compatibility,Social media,4.0,1969,High
3340,40,Male,Apple AirPods,Billing inquiry,Account access,Social media,3.0,1449,Medium
3346,65,Male,Autodesk AutoCAD,Refund request,Installation support,Social media,3.0,1619,Medium
3348,65,Other,Sony Xperia,Product inquiry,Product recommendation,Social media,3.0,1861,Medium
3350,18,Male,Fitbit Charge,Refund request,Battery life,Email,5.0,1722,High
3352,65,Male,Asus ROG,Product inquiry,Peripheral compatibility,Chat,4.0,1876,High
3355,52,Female,Philips Hue Lights,Refund request,Battery life,Social media,1.0,1677,Low
3359,35,Female,Amazon Kindle,Technical issue,Refund request,Email,3.0,1371,Medium
3361,62,Other,Nintendo Switch Pro Controller,Refund request,Product recommendation,Chat,5.0,1875,High
3362,26,Male,Microsoft Office,Refund request,Hardware issue,Phone,1.0,1900,Low
3365,55,Male,Fitbit Versa Smartwatch,Cancellation request,Product recommendation,Phone,1.0,1930,Low
3369,57,Other,Nintendo Switch,Billing inquiry,Product setup,Chat,2.0,1353,Low
3370,34,Female,Microsoft Xbox Controller,Cancellation request,Data loss,Social media,2.0,1764,Low
3374,47,Other,Amazon Kindle,Technical issue,Account access,Social media,1.0,1640,Low
3376,48,Female,LG OLED,Technical issue,Data loss,Social media,1.0,1938,Low
3378,27,Male,Samsung Soundbar,Product inquiry,Product compatibility,Phone,3.0,1423,Medium
3379,35,Other,Samsung Galaxy,Refund request,Delivery problem,Phone,4.0,1333,High
3381,65,Male,Nest Thermostat,Cancellation request,Cancellation request,Email,1.0,1635,Low
3382,57,Other,Adobe Photoshop,Cancellation request,Refund request,Chat,1.0,1742,Low
3384,23,Female,Dyson Vacuum Cleaner,Billing inquiry,Software bug,Chat,4.0,1649,High
3387,62,Male,GoPro Action Camera,Refund request,Hardware issue,Chat,4.0,1892,High
3389,53,Other,Amazon Kindle,Technical issue,Cancellation request,Email,4.0,1831,High
3390,57,Male,Apple AirPods,Billing inquiry,Peripheral compatibility,Phone,2.0,1698,Low
3392,56,Other,Canon DSLR Camera,Refund request,Product setup,Chat,4.0,2032,High
3395,65,Female,Fitbit Charge,Cancellation request,Delivery problem,Social media,1.0,1548,Low
3397,49,Male,LG Washing Machine,Cancellation request,Delivery problem,Phone,2.0,1550,Low
3398,60,Female,Google Pixel,Product inquiry,Product recommendation,Social media,3.0,1703,Medium
3399,53,Other,Nintendo Switch,Refund request,Data loss,Email,1.0,1489,Low
3404,24,Other,Sony PlayStation,Refund request,Display issue,Phone,1.0,1446,Low
3407,60,Female,Autodesk AutoCAD,Refund request,Product setup,Email,2.0,1455,Low
3412,65,Male,Philips Hue Lights,Billing inquiry,Peripheral compatibility,Chat,3.0,1554,Medium
3417,33,Male,LG Washing Machine,Refund request,Network problem,Email,5.0,1963,High
3420,33,Female,Asus ROG,Technical issue,Product setup,Email,4.0,1686,High
3423,54,Male,GoPro Hero,Cancellation request,Installation support,Social media,5.0,1540,High
3425,49,Other,LG Smart TV,Refund request,Peripheral compatibility,Chat,5.0,1848,High
3426,42,Male,GoPro Hero,Cancellation request,Refund request,Phone,3.0,1420,Medium
3432,21,Male,Bose SoundLink Speaker,Cancellation request,Data loss,Social media,4.0,1990,High
3439,33,Male,HP Pavilion,Product inquiry,Product setup,Phone,1.0,1395,Low
3443,42,Female,Sony 4K HDR TV,Product inquiry,Battery life,Phone,5.0,1436,High
3446,69,Other,Sony PlayStation,Product inquiry,Peripheral compatibility,Email,3.0,1518,Medium
3459,20,Female,Apple AirPods,Product inquiry,Battery life,Chat,4.0,1552,High
3460,39,Male,HP Pavilion,Technical issue,Product setup,Social media,5.0,1801,High
3466,18,Female,GoPro Hero,Refund request,Display issue,Social media,4.0,1494,High
3470,32,Female,Canon EOS,Billing inquiry,Installation support,Chat,3.0,1901,Medium
3473,54,Other,Samsung Galaxy,Product inquiry,Product compatibility,Chat,5.0,1963,High
3476,32,Female,Apple AirPods,Billing inquiry,Data loss,Email,3.0,1605,Medium
3477,34,Other,Nintendo Switch Pro Controller,Refund request,Payment issue,Phone,5.0,1688,High
3478,33,Male,Philips Hue Lights,Refund request,Software bug,Social media,5.0,1514,High
3479,21,Other,Canon EOS,Cancellation request,Battery life,Social media,1.0,1786,Low
3483,37,Male,Garmin Forerunner,Technical issue,Display issue,Social media,5.0,1686,High
3489,33,Other,Bose SoundLink Speaker,Technical issue,Product compatibility,Social media,2.0,1985,Low
3505,69,Male,Bose QuietComfort,Billing inquiry,Payment issue,Chat,2.0,1792,Low
3510,29,Male,Microsoft Surface,Cancellation request,Display issue,Social media,5.0,1827,High
3512,61,Other,Fitbit Charge,Technical issue,Delivery problem,Social media,1.0,2020,Low
3513,61,Female,Apple AirPods,Technical issue,Peripheral compatibility,Phone,1.0,1528,Low
3518,58,Other,Bose SoundLink Speaker,Technical issue,Payment issue,Phone,2.0,1560,Low
3519,50,Male,Autodesk AutoCAD,Billing inquiry,Product compatibility,Chat,5.0,1712,High
3522,63,Male,Google Nest,Technical issue,Data loss,Email,2.0,1514,Low
3523,23,Male,Google Pixel,Product inquiry,Network problem,Email,5.0,1921,High
3524,21,Male,Fitbit Charge,Cancellation request,Installation support,Social media,4.0,2025,High
3526,36,Other,MacBook Pro,Technical issue,Data loss,Social media,5.0,1538,High
3527,68,Other,Canon DSLR Camera,Product inquiry,Battery life,Email,2.0,1460,Low
3531,21,Male,Bose SoundLink Speaker,Billing inquiry,Product recommendation,Phone,1.0,1667,Low
3533,39,Male,Dell XPS,Billing inquiry,Product compatibility,Phone,1.0,1642,Low
3538,44,Female,Nikon D,Billing inquiry,Product recommendation,Chat,3.0,1482,Medium
3540,54,Female,Sony 4K HDR TV,Product inquiry,Account access,Email,5.0,2017,High
3541,65,Other,Google Pixel,Cancellation request,Product compatibility,Email,3.0,1552,Medium
3544,34,Male,Bose SoundLink Speaker,Cancellation request,Cancellation request,Social media,4.0,1690,High
3545,27,Male,Adobe Photoshop,Product inquiry,Software bug,Social media,3.0,1341,Medium
3548,40,Female,PlayStation,Refund request,Peripheral compatibility,Phone,4.0,1342,High
3551,43,Male,Apple AirPods,Technical issue,Cancellation request,Chat,1.0,1898,Low
3553,26,Other,LG OLED,Cancellation request,Battery life,Chat,5.0,1499,High
3558,60,Male,Sony 4K HDR TV,Product inquiry,Refund request,Social media,1.0,1948,Low
3560,20,Male,Nest Thermostat,Cancellation request,Product setup,Social media,5.0,2015,High
3563,22,Female,Bose SoundLink Speaker,Technical issue,Product compatibility,Chat,1.0,1439,Low
3568,59,Female,Roomba Robot Vacuum,Product inquiry,Network problem,Social media,3.0,1929,Medium
3571,54,Female,GoPro Hero,Billing inquiry,Delivery problem,Email,2.0,1800,Low
3575,38,Male,Sony PlayStation,Refund request,Product recommendation,Email,5.0,1834,High
3576,33,Other,Microsoft Office,Refund request,Software bug,Email,4.0,1336,High
3578,30,Other,Microsoft Office,Cancellation request,Payment issue,Phone,4.0,1846,High
3579,55,Female,Canon DSLR Camera,Refund request,Cancellation request,Chat,3.0,1664,Medium
3581,67,Male,HP Pavilion,Technical issue,Peripheral compatibility,Chat,5.0,1925,High
3582,18,Female,Microsoft Xbox Controller,Technical issue,Refund request,Email,4.0,1340,High
3584,61,Female,Roomba Robot Vacuum,Billing inquiry,Refund request,Phone,2.0,1857,Low
3586,41,Other,Xbox,Cancellation request,Software bug,Chat,5.0,1743,High
3589,37,Female,Amazon Echo,Refund request,Account access,Email,2.0,1607,Low
3591,62,Other,LG Smart TV,Refund request,Payment issue,Phone,2.0,1731,Low
3594,59,Other,Google Nest,Billing inquiry,Product compatibility,Phone,5.0,1646,High
3598,55,Female,Asus ROG,Cancellation request,Product setup,Phone,5.0,1999,High
3600,60,Male,Adobe Photoshop,Technical issue,Product setup,Chat,5.0,1604,High
3604,36,Male,Microsoft Office,Technical issue,Cancellation request,Social media,3.0,1867,Medium
3609,48,Male,PlayStation,Billing inquiry,Product compatibility,Social media,2.0,1787,Low
3617,48,Other,Dell XPS,Cancellation request,Battery life,Email,1.0,1437,Low
3621,46,Male,Sony PlayStation,Technical issue,Product setup,Phone,3.0,1596,Medium
3623,44,Male,iPhone,Cancellation request,Network problem,Chat,3.0,1776,Medium
3627,44,Other,LG OLED,Refund request,Account access,Chat,5.0,1503,High
3634,26,Other,Fitbit Versa Smartwatch,Product inquiry,Delivery problem,Email,3.0,1370,Medium
3636,44,Other,HP Pavilion,Billing inquiry,Refund request,Email,1.0,2017,Low
3645,22,Male,GoPro Action Camera,Product inquiry,Payment issue,Social media,3.0,1970,Medium
3648,65,Male,PlayStation,Cancellation request,Peripheral compatibility,Chat,3.0,1926,Medium
3649,38,Male,Sony Xperia,Cancellation request,Installation support,Chat,5.0,1709,High
3651,22,Female,Microsoft Office,Refund request,Display issue,Email,2.0,1693,Low
3652,18,Male,Philips Hue Lights,Product inquiry,Data loss,Phone,5.0,1532,High
3654,26,Male,Fitbit Versa Smartwatch,Billing inquiry,Delivery problem,Chat,3.0,1348,Medium
3656,69,Other,Garmin Forerunner,Technical issue,Data loss,Chat,3.0,1648,Medium
3657,53,Female,Bose QuietComfort,Product inquiry,Product compatibility,Phone,1.0,1562,Low
3667,38,Male,Fitbit Charge,Product inquiry,Network problem,Social media,3.0,1477,Medium
3668,63,Female,Xbox,Refund request,Delivery problem,Social media,2.0,1478,Low
3672,18,Female,Google Pixel,Billing inquiry,Account access,Phone,5.0,1342,High
3673,49,Male,Lenovo ThinkPad,Refund request,Battery life,Email,4.0,1852,High
3674,34,Other,Amazon Echo,Refund request,Battery life,Social media,3.0,1332,Medium
3675,30,Other,Amazon Kindle,Cancellation request,Delivery problem,Social media,4.0,1566,High
3680,20,Other,Bose QuietComfort,Technical issue,Product setup,Email,1.0,1822,Low
3681,36,Other,MacBook Pro,Billing inquiry,Display issue,Phone,4.0,1844,High
3692,43,Other,Dell XPS,Product inquiry,Data loss,Email,3.0,1700,Medium
3694,21,Female,Nintendo Switch,Product inquiry,Battery life,Chat,5.0,2043,High
3697,70,Female,Apple AirPods,Technical issue,Payment issue,Social media,2.0,1372,Low
3700,47,Male,Nintendo Switch Pro Controller,Product inquiry,Account access,Email,5.0,1866,High
3701,59,Other,Bose SoundLink Speaker,Technical issue,Product recommendation,Phone,5.0,1781,High
3707,19,Other,Google Pixel,Cancellation request,Account access,Chat,3.0,1566,Medium
3709,48,Male,Amazon Echo,Cancellation request,Cancellation request,Email,3.0,1392,Medium
3719,56,Male,GoPro Action Camera,Cancellation request,Network problem,Phone,3.0,1391,Medium
3721,53,Other,MacBook Pro,Product inquiry,Software bug,Email,4.0,1358,High
